borrower_id,avg_monthly_income,income_volatility,cvd_residual_variance,liquidity_buffer_weeks,expense_income_ratio,round_trip_count,dormancy_score,weekly_std_ratio,festival_uplift_ratio
d5a9ef3c-3c9b-4907-b8ba-67f132295767,19730.92,0.3661,0.399,0.15,2.6255,0,0.9786,1.0783,0.0969
d5d91477-5e1f-4654-8f5b-2677072c98c6,24918.92,0.5472,0.9189,0.15,3.0171,1,0.9776,0.9534,0.1073
d604a8e5-ae8d-4886-a51c-88724f3e969a,7332.82,0.3884,1.2238,0.18,2.9945,0,0.98,1.0627,0.1222
d612e73c-455e-4e4e-8cf8-04c0b3c86a43,8952.18,0.3884,0.993,0.09,3.0733,0,0.9743,0.8276,0.1547
d6540f97-b8c6-4cb4-b649-1925b965c952,3086.06,0.356,0.3847,0.28,3.3511,0,0.977,1.0374,0.1525
d660e9c5-4dc1-40cf-8851-6333871bdac5,7612.99,0.5664,1.1897,0.14,2.8444,0,0.9752,1.065,0.1166
d6c1e1b1-ffde-491b-b5d0-f6cfecf0ba36,18951.53,0.5294,0.6196,0.05,3.459,0,0.9771,1.1349,0.1177
d70cb30c-7aa6-4614-b9d8-4a01aa6061c4,7301.34,0.5206,0.1789,0.09,3.412,0,0.9713,1.1557,0.1685
d74fefbf-c55b-439c-8103-abbadc6cfee4,11372.07,0.5421,0.5903,0.01,3.6529,0,0.9794,0.979,0.1549
d7d8f857-eb78-4213-af28-21713555eef3,20433.86,1.1811,0.6929,2.75,1.5902,0,1.268,6.0188,0.09
d80238e7-c09c-4d7e-a28a-33ffcdcaa4ac,12632.11,0.407,0.6578,0.29,2.8306,0,0.9702,0.586,0.1839
d874c1e9-7ed2-4f54-8baa-d33afa2e5ab3,7613.86,0.4133,0.4042,0.21,3.1651,0,0.981,0.8052,0.175
d88a5407-7b2f-46e6-b2c3-340c3fd7131d,19904.95,0.739,0.8197,1.2,1.8698,2,0.9798,3.4533,0.0961
d8b425c2-c164-4280-8c53-f6dfd16e4184,18692.96,0.3555,1.0352,0.08,2.9371,0,0.9796,1.6614,0.1434
d93338c3-c47e-442a-b26a-9c4fa04a1e1c,18304.44,0.4142,0.7001,0.12,3.3971,2,0.9741,1.0488,0.1404
d9c2aba5-0190-4b52-97cf-59bbcb4526f9,17472.97,0.4214,0.6133,0.1,2.8442,0,0.9821,1.0613,0.0859
d9d81476-3f67-4622-b6d4-8a97ce0392e3,11231.48,0.3648,0.9668,0.3,2.3254,0,0.9742,1.3889,0.157
dbdc5a5d-1e94-45a8-a4af-3ed4cdee5f6c,3371.62,0.4911,0.5833,0.22,3.17,0,0.9753,0.9671,0.1578
dc4f7a93-20cb-4d42-86de-4fda9aa165f8,13967.32,0.6111,0.9011,0.03,3.1596,0,0.9754,0.9075,0.1298
dc917911-d275-4d83-8c92-617692f53789,10395.2,0.3727,0.5362,0.06,3.9772,0,0.9828,1.1261,0.1466
dd0eb3dc-ac01-40e3-bd5e-08bf5ee7f121,12379.05,0.3623,0.066,0.06,2.8019,0,1.7833,1.0333,0.0817
dd2b6227-8664-4fa3-94f0-04de4b23150d,8727.16,0.568,0.3558,0.19,3.3262,0,0.9718,1.2992,0.2012
de2bf798-9f4a-4cd9-9757-4a3f4787573c,23096.87,0.3345,0.3921,0.06,3.1408,1,0.9781,1.2867,0.1033
dec69839-5625-4fab-a6da-bd35ce21e1e1,4875.44,0.4241,0.3313,0.13,3.3089,0,0.9766,0.9103,0.0946
dedf874b-2388-4b3f-972c-ef717f135f27,11428.79,0.4324,0.7136,0.17,2.3903,0,0.9767,0.8967,0.1363
defcd9d3-6935-420c-87ee-2b1cf52ebd66,13049.46,0.8496,0.7823,0.27,2.6559,0,0.9706,0.9433,0.2027
df3fc89d-0757-4878-9a62-23b3b78e4134,12217.44,1.2522,0.1962,4.56,1.1927,0,1.2595,6.6589,0.0859
df4ed8d4-c176-411c-a753-af3602fc3afc,7039.22,0.4618,0.3115,0.11,2.5047,0,0.981,1.096,0.1275
df6135cb-8779-44ed-bd01-ce65e4dfa93e,18003.32,0.4033,0.3098,0.32,2.308,2,0.9727,3.5058,0.1737
dfbcb554-9ebe-4317-9b04-788bd01f787a,8052.09,0.3414,0.6628,0.11,3.0481,0,0.9837,1.4599,0.1237
e09bb908-653a-4c85-8a8a-b653b63cb844,7551.87,0.4796,1.01,0.07,3.4918,0,0.9848,0.9189,0.1664
e23129c2-8bdf-4550-9299-028d1a9766ac,3448.79,0.3699,1.1316,0.06,3.7374,0,0.975,1.3453,0.1453
e36e3696-136e-4522-85a1-b5e908c18646,12732.49,0.3495,0.3987,0.14,3.5772,0,0.9787,0.9582,0.1327
e3721334-16dd-4f1f-98cd-60b00f033190,13591.12,0.4815,0.6098,0.05,3.5051,0,0.9778,0.8832,0.1106
e3c21f07-c9df-43a0-b3df-7f158558ff28,20945.3,0.4255,0.6613,0.05,3.0525,0,0.9773,1.0116,0.107
e3dd6e5e-cdcb-4e85-8ea0-90d1f1228c47,3476.9,0.3803,0.6089,0.23,3.6677,0,0.971,1.0809,0.1419
e4481a9d-da4b-4f12-be95-923abd0c51b0,14319.46,0.4784,0.3225,0.05,3.4058,1,0.973,1.2203,0.1433
e46b3736-3948-46a8-a0cf-635cdcc15861,10198.09,0.365,0.5259,0.23,2.8872,0,0.6871,0.9522,0.1229
e52519a5-8f86-41bb-bc2c-2568ef0e44d3,8804.98,0.7315,1.2146,0.07,3.2939,0,0.9759,0.7353,0.2078
e675c82e-891a-4318-a783-56e4e3f832f3,4165.48,0.5628,1.056,0.15,3.5705,0,0.9762,1.1119,0.2425
e72893b1-2bef-4d56-ab37-2a66c0b30a5e,15233.52,0.3904,0.4038,0.1,3.6884,1,0.9811,0.9579,0.127
e8049cc7-c5c6-40d0-9d1a-fa98b10ea85b,8793.2,0.437,0.7881,0.13,3.2992,0,0.9845,0.8954,0.1301
e882c7d2-2e04-4492-82de-944db6573eab,13923.04,0.5519,0.7605,0.16,2.9815,0,0.973,0.9368,0.1676
ea6e7d57-5bac-4e77-a674-6bca69252b5d,18056.73,0.6448,0.345,0.44,2.1081,1,0.9739,2.8525,0.1437
eb264084-e61d-45ec-b521-c93e6f45a257,17910.73,0.3916,1.1208,0.16,2.7901,0,0.9825,1.0137,0.1309
eb2d0401-d30a-483d-a7c1-f7ac9fe63735,12578.59,0.4459,0.8622,0.14,3.3975,0,0.9765,1.1219,0.1472
ebb2c062-031e-45dc-8c88-26611525456a,8956.18,0.3791,0.5266,0.07,3.0472,0,0.9841,1.531,0.1196
ecd79f17-db85-4f90-aa3e-b0bb5ecb5749,12654.26,0.3331,0.4085,0.11,2.8613,0,0.9727,0.8016,0.1711
ed138395-986a-4995-8a4f-757e67553498,11262.52,0.3507,0.2366,0.04,3.0688,0,0.9787,0.9447,0.1041
edacfb1d-7174-44f9-b6ce-c846c5bb3623,3935.96,0.3935,0.5915,0.2,3.2898,0,0.9735,1.0115,0.1434
ee359899-5ed0-4d01-ac2a-bb92edfec249,9125.56,0.3664,1.1712,0.03,3.8142,0,0.9837,1.1132,0.1202
eeff9dd7-cdb5-44f8-93dd-7566b0dceb01,17110.76,0.2659,0.6684,0.2,2.3261,1,0.9796,0.9109,0.1545
ef540129-4992-4ce2-b15f-51bc31fb5603,9334.27,0.5914,0.4949,0.16,2.9106,0,0.9854,1.0026,0.1777
efd31058-f70b-42fa-bf6b-bdf8e40392d8,9318.55,0.2259,0.3755,0.11,2.9005,0,0.9792,0.8935,0.092
f0012860-4803-49be-9675-e4c2d3e033dc,7824.32,0.3779,0.4944,0.11,2.859,0,0.9838,1.2799,0.186
f0f1659f-72be-485d-a2e4-cc0a803c6146,5343.05,0.3011,0.9802,0.14,3.1705,0,0.7625,0.7895,0.1014
f174c0bc-4f84-4357-a678-a5d94028b7f4,4434.06,0.333,0.3686,0.21,2.4464,0,0.9737,0.6171,0.114
f21fcbc7-653c-47f3-8a6b-cf8972d22477,40218.77,0.2212,0.0944,0.95,1.6297,33,0.9767,0.7437,0.0942
f28f4bed-8aa5-460c-9520-bbdb5acbe051,10342.51,0.3394,0.7199,0.12,2.3673,0,0.9786,1.0278,0.1093
f32a6d86-ddfc-4bab-9529-6475960c11c0,19413.49,0.4294,0.6423,0.07,3.2797,0,0.9828,0.7694,0.1145
f349985c-6b98-4837-8f6e-a37b0f8c0b3d,40883.24,0.257,0.2528,6.83,1.4303,44,0.9761,1.0786,0.0762
f3682e19-b5f4-471b-84c4-0ebbe4930c67,4168.31,0.3424,1.6972,0.14,3.0284,0,0.9783,0.8634,0.1241
f3f77e4d-68dc-49a5-96f3-f0dfd4f3d171,8919.25,0.5108,0.9318,0.18,2.7937,0,0.9717,0.9839,0.189
f414e51c-988d-45a5-9c40-35d6ea75f0cf,14718.32,1.1873,0.4652,2.15,1.913,0,1.2566,5.0142,0.1374
f43f12ec-51fe-4620-8513-50ea5a76b94c,26336.8,0.2807,0.326,0.05,2.6581,0,0.9777,0.8283,0.0995
f489874d-5707-480c-8b82-c15bca69e203,5968.14,0.4441,0.3992,0.16,2.7999,0,0.9832,1.1967,0.1471
f501f6b5-6498-4769-be7a-7e743111e150,10618.01,0.5205,0.196,0.03,3.4876,0,0.984,0.8933,0.2197
f5996951-f56a-44b2-88a8-001cec9f03a7,12382.13,0.3815,0.3141,0.17,2.9817,0,0.9822,1.2174,0.0972
f5ac8e58-ebe3-454b-8fe7-96ae69c856b1,15732.71,1.349,0.8544,8.97,0.9545,0,1.2548,9.0926,0.0692
f609e56c-86d5-48ab-8bc3-5871f9c99169,14715.8,0.3126,0.4641,0.05,2.8539,0,0.9819,1.0733,0.0808
f6c7b636-a488-4fd7-9b1c-47a0e3b3ecfd,16604.02,0.3754,0.1116,0.05,4.1559,0,0.9794,0.9206,0.1402
f6cdc648-27bd-408e-bb3f-bf4e9637efab,15084.35,0.2484,0.4322,0.1,3.3137,0,0.9761,0.7594,0.1317
f6f92217-6183-45d6-a8fb-cc1b8f53fe12,7567.66,0.4924,0.2339,0.15,2.7636,0,0.9783,0.7079,0.1325
f70962fb-2c48-4f9a-8dae-adf383bdac93,8668.01,0.5644,0.8306,0.11,2.9401,0,0.981,0.5588,0.1587
f7918d67-9738-42d0-92b1-47cdf0060120,17716.35,0.3966,1.5807,0.08,2.9966,1,0.9735,0.5112,0.1356
f7f8ce4a-2646-46a9-b41d-d52c9d5ffeca,8258.3,0.3881,0.6818,0.16,2.8109,0,0.9803,0.8023,0.12
f7fdfeb2-fa19-4072-a004-44f252a68b3e,4018.01,0.3907,0.7578,0.1,3.1579,0,0.7267,1.0208,0.1419
f96f9275-9ae6-43b8-8d96-da3e2680f5b2,13091.28,0.3619,0.561,0.03,2.8285,0,0.9781,1.1763,0.1115
f9e39d43-2e98-4356-895b-bca86b98dc74,15144.63,0.3888,0.1699,0.18,2.5807,0,2.0273,1.1543,0.0863
fab3b28b-1158-4b10-8560-3c342ccc270e,12135.58,0.5485,1.0433,0.24,2.6069,0,0.9833,0.726,0.125
fac43876-d6b8-4280-a3a8-be420d17db94,8631.22,0.2436,0.2797,0.13,2.7102,0,0.9767,1.3224,0.0886
fbaeb791-c43f-42a5-b049-b54efc868e16,7647.31,0.4333,0.5786,0.05,3.2274,0,0.9767,1.2494,0.0873
fbb15c8f-5b4f-45e2-aa1d-5eaea776121b,19214.31,0.4351,1.0217,0.14,2.9606,0,0.9746,0.9918,0.1252
fd4faaf3-5451-4a58-aa7d-e385dcff27a6,11262.84,0.2968,0.4178,0.28,2.0922,0,0.9798,0.841,0.1571
fd948d58-0fd7-48a8-8e24-967b76b57393,12067.0,0.3376,0.3764,0.05,3.2444,0,0.9796,0.9952,0.1153
fdaffadb-442b-4bde-b7db-f0a1134e66e0,10043.07,0.4822,1.0997,0.16,2.6621,0,0.7117,1.0227,0.1777
fdeaef76-7ea8-4c3e-b932-925c4b9f004c,7808.13,0.2767,1.2879,0.18,2.8409,0,0.9791,0.6059,0.1109
fea79839-048b-44d0-91c3-b7c6e262a3c9,14819.79,0.5455,0.6894,0.13,2.9384,0,0.9755,1.0787,0.1514
ff112cde-ee53-4cf9-992f-4daaca5e63f1,15175.73,0.6485,0.4587,0.49,2.131,0,0.9832,1.6446,0.2219
ff8c5c12-80b5-4248-acac-493c64660ba7,15112.24,0.465,0.943,0.3,2.3703,0,0.9739,0.8129,0.135
